pnr;canton
131598;Genève
131617;TI
131629;BE
131633;ZH
131653;BS
131656;ZH
131658;ZH
131659;Genève
131660;ZH
131662;FR
131670;ZH
131673;AG
131678;Genève
131700;Genève
131701;ZH
131705;Genève
131706;BE
131713;TG
131716;ZH
131719;NE
131726;ZH
131731;Genève
131736;Genève
131741;ZH
131748;LU
131749;LU
131750;SG
131756;BE
131758;BE
131760;Genève
131767;FR
131768;BE
131769;VD
131770;VD
131771;Genève
131772;Genève
131774;ZH
131776;BY
131777;FR
131778;Genève
131779;GR
131780;Genève
131782;Genève
131784;VD
131786;BS
131793;Genève
131794;Genève
131797;BE
131802;BS
131804;LU
131805;VD
131808;VD
131809;ZH
131810;FR
131811;Genève
131813;ZH
131819;BS
131820;NE
131821;ZH
131822;BE
131824;ZH
131826;Genève
131827;BE
131828;VD
131829;FR
131830;Genève
131831;VD
131832;Genève
131835;BE
131837;ZH
131839;VD
131841;Genève
131844;NE
131845;TI
131851;ZH
131853;VD
131854;ZH
131855;ZH
131858;ZH
131860;BE
131862;BE
131865;VD
131866;BE
131867;BE
131869;ZH
131870;BS
131872;ZH
131878;ZH
131880;FR
131884;BS
131886;ZH
131887;BE
131889;VD
131890;ZH
131892;ZH
131897;VD
131898;ZH
131899;ZH
131900;VD
131901;ZH
131902;ZH
131903;BS
131906;Genève
131909;BS
131910;Genève
131911;Genève
131914;VD
131916;BE
131918;VD
131919;Genève
131920;Genève
131921;ZH
131922;ZH
131924;VD
131926;FR
131932;Genève
131934;VD
131935;Genève
131936;Genève
131938;BE
131941;Genève
131943;FR
131945;Genève
131949;ZH
131950;NE
131951;BE
131954;Genève
131956;VD
131957;ZH
131959;BE
131960;Genève
131961;VD
131962;FR
131963;Genève
131964;AG
131965;ZH
131967;FR
131968;BE
131971;ZH
131972;BS
131975;BE
131979;BS
131984;BS
131986;BE
131987;BE
131988;ZH
131990;ZH
131991;BS
131993;Genève
131994;ZH
131995;ZH
131998;VD
131999;ZH
132000;NE
132001;ZH
132002;VD
132004;ZH
132005;FR
132010;Genève
132014;VD
132019;FR
132020;NE
132021;FR
132023;NE
132024;FR
132027;ZH
132030;VD
132032;BE
132034;ZH
132035;Genève
132036;NE
132037;Genève
132038;ZH
132045;FR
132046;Genève
132047;Genève
132053;Genève
132059;ZH
132060;BE
132062;ZH
132064;ZH
132070;BE
132072;BE
132075;NE
132076;Genève
132079;VD
132081;VD
132086;ZH
132089;NE
132090;ZH
132092;BE
132093;BS
132096;ZH
132099;ZH
132101;ZH
132102;VD
132105;BE
132108;ZH
132113;FR
132115;VD
132120;BE
132122;VD
132123;ZH
132124;ZH
132126;ZH
132127;FR
132128;AG
132130;ZH
132132;ZH
132135;JU
132136;ZH
132138;BE
132143;JU
132144;Genève
132149;VD
132154;ZH
132155;ZH
132160;VD
132161;ZH
132162;ZH
132163;ZH
132165;ZH
132166;ZH
132167;VD
132172;BE
132175;ZH
132176;VD
132178;JU
132179;BE
132180;FR
132185;SG
132186;SO
132188;VD
132196;BE
132197;JU
132198;TI
132199;ZH
132200;ZH
132201;BS
132205;ZH
132206;VD
132207;SH
132208;ZH
132210;FR
132212;
132215;BE
132218;Genève
132219;ZH
132221;JU
132223;TI
132225;VD
132229;ZH
132231;SO
132240;BS
132242;ZH
132244;BS
132245;ZH
132247;BE
132249;NE
132251;ZH
132252;TI
132253;FR
132254;ZH
132255;ZH
132256;ZH
132258;ZH
132259;VD
132261;ZH
132267;SO
132268;JU
132272;ZH
132277;SO
132278;BS
132280;BS
132282;JU
132288;SO
132289;ZH
132292;VD
132293;JU
132295;ZH
132302;ZH
132304;ZH
132305;BE
132307;VD
132310;ZH
132313;BS
132314;LU
132315;VD
132316;ZH
132319;VD
132320;AG
132322;ZG
132323;VD
132325;ZH
132332;BS
132334;VD
132335;BE
132337;Genève
132344;VD
132345;BS
132347;FR
132349;ZH
132350;BE
132353;BS
132357;FR
132358;NE
132361;JU
132374;ZH
132375;ZH
132377;ZH
132379;VD
132382;AG
132383;Genève
132386;NE
132387;BE
132388;BE
132389;VD
132392;VD
132396;Genève
132401;Genève
132403;BS
132405;BS
132406;BS
132407;VD
132410;VD
132411;VD
132412;BE
132418;ZH
132420;Genève
132421;AG
132423;LU
132426;BE
132427;JU
132428;BS
132430;Genève
132432;VD
132435;VD
132438;ZH
132441;ZH
132442;JU
132445;TI
132447;Genève
132450;ZH
132454;BE
132455;FR
132457;VD
132458;VD
132460;VD
132461;VD
132465;FR
132466;SO
132467;AG
132471;ZH
132475;Genève
132477;BS
132478;SG
132479;ZH
132482;ZH
132483;ZH
132484;ZH
132488;VD
132491;VD
132492;VD
132496;VD
132498;BS
132499;ZH
132501;VD
132502;ZH
132503;ZH
132504;ZH
132508;ZH
132509;AG
132510;ZH
132512;ZH
132513;ZH
132514;ZH
132515;VD
132516;Genève
132519;BS
132520;GR
132521;ZH
132522;VD
132525;BS
132526;ZH
132528;Genève
132529;Genève
132532;ZH
132533;ZH
132534;ZH
132537;Genève
132539;VD
132540;BE
132542;ZH
132543;Genève
132544;VD
132545;BE
132547;BE
132548;VD
132549;ZH
132552;ZH
132553;GR
132559;ZH
132562;ZH
132565;TI
132567;ZH
132570;ZH
132572;ZH
132574;VD
132581;BE
132584;Genève
132586;BE
132587;Genève
132591;Genève
132592;VD
132597;ZH
132603;ZH
132610;BE
132611;AG
132614;ZH
132615;TI
132616;BS
132619;VS
132620;VS
132629;ZH
132633;Genève
132636;Genève
132638;Genève
132644;BS
132646;BE
132657;ZH
132659;ZH
132660;ZH
132661;ZH
132662;ZH
132663;TI
132665;ZH
132666;TI
132668;VD
132671;ZH
132673;VD
132675;VD
132676;ZH
132680;ZH
132681;Genève
132685;VD
132686;ZH
132687;ZH
132688;ZH
132689;BE
132690;BE
132691;ZH
132694;VD
132695;VD
132698;FR
132699;AG
132700;VS
132701;ZH
132702;ZH
132705;Genève
132707;BS
132709;BS
132713;ZH
132721;Genève
132722;ZH
132724;VD
132725;ZH
132728;FR
132729;Genève
132730;VD
132736;FR
132738;VD
132739;ZH
132740;NE
132744;VD
132745;ZH
132746;ZH
132748;Genève
132751;ZH
132752;ZH
132761;Genève
132762;BE
132763;ZH
132764;Genève
132766;TI
132767;ZH
132768;ZH
132770;VD
132771;ZH
132772;VD
132773;BE
132775;ZH
132779;ZH
132781;ZH
132783;BS
132786;ZH
132788;ZH
132793;VD
132794;ZH
132799;BS
132800;VD
132802;VD
132804;ZH
132805;ZH
132806;BE
132808;Genève
132809;VD
132812;FR
132813;VD
132815;AG
132816;BS
132821;VD
132843;ZH
132844;VD
132847;ZH
132848;VD
132849;FR
132850;ZH
132851;ZH
132853;Genève
132857;BS
132863;VD
132864;ZH
132868;AG
132869;VD
132870;ZH
132871;VD
132872;Genève
132873;Genève
132876;VD
132877;BE
132878;ZH
132879;VD
132880;VD
132881;ZH
132884;ZH
132887;BE
132892;Genève
132895;BE
132898;SG
132899;GR
132900;BS
132902;Genève
132905;ZH
132906;BS
132907;ZH
132909;ZH
132913;VD
132915;VD
132919;Genève
132921;ZH
132924;TI
132926;Genève
132931;VD
132934;ZH
132935;BE
132938;ZH
132940;VD
132947;FR
132949;BS
132951;LU
132952;Genève
132955;BS
132958;VD
132960;BS
132967;Genève
132969;ZH
132971;ZH
132979;BS
132982;ZH
132985;ZH
132987;ZH
132992;BS
132993;VD
132995;Genève
132996;VD
132997;ZH
132998;VD
133001;VD
133004;ZH
133009;ZH
133011;VD
133016;ZH
133017;BS
133018;VD
133021;BS
133025;ZH
133032;ZH
133034;BE
133040;NE
133042;ZH
133043;ZH
133044;VD
133046;BE
133048;TI
133049;Genève
133050;NE
133052;BS
133055;VD
133056;VD
133058;VD
133059;ZH
133063;ZH
133066;BE
133067;BS
133070;BE
133072;BS
133076;ZH
133080;Genève
133082;ZH
133083;BE
133088;VD
133089;Genève
133092;BE
133094;BE
133097;ZH
133099;Genève
133100;ZH
133104;VD
133108;ZH
133109;BS
133110;BS
133114;BE
133121;VD
133122;ZH
133123;ZH
133124;BS
133125;ZH
133126;Genève
133127;Genève
133128;ZH
133129;ZH
133130;Genève
133131;BS
133132;BE
133133;BS
133134;ZH
133135;ZH
133136;VD
133137;BS
133139;BE
133141;VD
133145;BS
133148;BS
133157;BE
133182;SG
133185;FR
133186;Genève
133187;ZH
133192;ZH
133194;ZH
133196;ZH
133202;BE
133203;ZH
133204;BE
133205;FR
133206;ZH
133207;FR
133208;ZH
133209;SG
133215;
133216;BE
133218;BE
133219;Genève
133220;ZH
133226;SZ
133228;ZH
133236;NE
133253;LU
133254;Genève
133255;FR
133256;NE
133262;Genève
133271;ZH
133273;TI
133277;
133280;
133285;NE
133303;VD
133325;ZH
133327;LU
133328;ZH
133329;BE
133343;NE
133348;ZH
133370;VD
133373;TI
133374;BS
133375;BE
133395;BE
133417;LU
133418;BE
133419;ZH
133441;VD
133442;BS
133451;
133453;BS
133474;BE
133475;NE
133476;Genève
133481;ZH
133482;Genève
133483;ZH
133506;FR
133535;ZH
133539;BL
133540;BS
133541;ZH
133543;ZH
133552;VD
133564;ZH
133577;Genève
133579;BS
133582;BE
133583;VD
133591;ZH
133598;ZH
133617;FR
133619;ZH
133631;BE
133632;BE
133636;ZH
133637;Genève
133641;VD
133648;VD
133658;BS
133661;VD
133666;BS
133667;FR
133670;ZH
133681;BS
133685;ZH
133692;BE
133693;VD
133701;Genève
133703;VD
133705;ZH
133706;BE
133710;Genève
133714;BS
133721;Genève
133729;BE
133731;BS
133732;ZH
133743;AG
133744;BE
133747;BE
133748;VD
133749;FR
133750;AG
133751;ZH
133752;VD
133753;NE
133754;VD
133755;ZH
133757;ZH
133758;BS
133759;ZH
133760;ZH
133761;VD
133763;ZH
133764;Genève
133766;BS
133768;ZH
133769;VD
133771;Genève
133774;BE
133775;ZH
133776;BS
133777;Genève
133781;Genève
133783;BS
133784;VD
133786;ZH
133788;VD
133790;BE
133791;BE
133793;AG
133795;Genève
133797;VD
133800;ZH
133801;VD
133802;BS
133804;Genève
133805;TI
133807;VD
133809;ZH
133810;AG
133812;TG
133813;BE
133814;ZH
133815;VD
133816;Genève
133817;BE
133823;ZH
133825;VD
133827;BE
133828;VD
133830;VD
133831;VD
133832;VD
133833;ZH
133834;VD
133835;VD
133837;ZH
133840;AG
133845;VD
133846;ZH
133853;VD
133855;VD
133856;VD
133859;BS
133860;BS
133862;VD
133863;ZH
133864;FR
133869;Genève
133872;ZH
133873;ZH
133874;ZH
133876;SG
133877;ZH
133880;VD
133881;FR
133882;BS
133887;ZH
133888;FR
133890;ZH
133907;VD
133908;ZH
133909;ZH
133913;ZH
133915;ZH
133916;VD
133917;BS
133918;BE
133919;Genève
133923;Genève
133928;Genève
133929;LU
133933;ZH
133934;BS
133936;BS
133940;ZH
133946;TI
133949;ZH
133950;ZH
133952;BS
133954;ZH
133955;SG
133956;ZH
133957;VD
133958;VD
133959;ZH
133960;BE
133962;BS
133964;FR
133966;BS
133968;ZH
133970;LU
133977;ZH
133978;BE
133979;BE
133985;
133988;ZH
133991;ZH
133992;VD
133993;Genève
133994;ZH
133995;ZH
133996;BS
134018;ZH
134019;Genève
134020;ZH
134021;LU
134022;FR
134023;ZH
134027;FR
134029;ZH
134032;Genève
134036;BS
134039;BE
134040;ZH
134042;VD
134044;BS
134045;ZH
134048;VD
134051;TI
134054;BE
134057;ZH
134063;VD
134066;BS
134068;VD
134071;ZH
134075;ZH
134076;NE
134081;BE
134083;ZH
134084;ZH
134096;NE
134102;NE
134103;BE
134104;NE
134105;VD
134106;ZH
134111;ZH
134112;BE
134114;VD
134142;VD
134147;ZH
134151;VD
134157;BE
134160;ZH
134174;ZH
134178;VD
134200;ZH
134204;ZH
134207;Genève
134208;AG
134212;FR
134215;ZH
134218;VD
134219;BE
134221;ZH
134247;BE
134259;BE
134260;FR
134267;BS
134269;BS
134273;ZH
134274;ZH
134275;BS
134276;Genève
134277;ZH
134291;Genève
134292;BS
134293;FR
134300;ZH
134306;ZH
134310;ZH
134317;VD
134318;ZH
134321;HH
134355;TI
134358;ZH
134410;NE
134413;NE
134414;VD
134415;ZH
134416;ZH
134422;ZH
134425;BE
134436;FR
134437;FR
134442;ZH
134443;Genève
134452;ZH
134453;ZH
134459;ZH
134462;VD
134468;BS
134469;ZH
134470;BS
134471;Genève
134473;VD
134474;BS
134476;ZH
134477;FR
134479;ZH
134492;BE
134493;ZH
134495;ZH
134496;BE
134498;Genève
134500;VD
134506;VD
134507;VD
134510;ZH
134512;ZH
134514;VD
134516;AG
134517;ZH
134520;ZH
134521;ZH
134522;ZH
134523;TI
134525;FR
134526;BE
134527;ZH
134532;BE
134534;LU
134536;LU
134537;ZH
134538;BS
134539;VD
134540;FR
134541;VD
134543;ZH
134545;Genève
134546;VD
134548;ZH
134550;VD
134551;VD
134553;TI
134557;Genève
134559;VD
134560;FR
134562;VD
134564;AG
134565;ZH
134566;FR
134568;Genève
134571;ZH
134572;ZH
134575;ZH
134576;VD
134577;AG
134578;VD
134586;Genève
134588;LU
134590;FR
134591;Genève
134594;SO
134595;Genève
134600;VD
134601;SO
134603;LU
134604;BS
134606;NE
134610;ZH
134611;ZH
134613;BE
134614;NE
134616;BE
134617;BE
134619;BS
134620;BE
134621;ZH
134622;ZH
134623;ZH
134624;ZH
134626;ZH
134627;Genève
134630;Genève
134631;ZH
134637;Genève
134639;TI
134641;BE
134642;FR
134643;VD
134646;ZH
134647;Genève
134648;Genève
134649;ZH
134652;ZH
134653;ZH
134657;BE
134658;NE
134660;FR
134667;LU
134670;VD
134674;ZH
134675;TI
134677;ZH
134678;ZH
134679;ZH
134680;Genève
134681;ZH
134682;Genève
134684;BE
134685;BE
134686;ZH
134687;VD
134688;VD
134691;Genève
134693;LU
134701;ZH
134702;ZH
134703;BS
134704;VD
134705;SZ
134709;VD
134713;ZH
134714;LU
134716;VD
134718;ZH
134720;ZH
134721;ZH
134722;ZH
134724;LU
134725;LU
134727;VD
134731;BE
134733;ZH
134734;VD
134735;Genève
134739;ZH
134740;BE
134742;FR
134745;VD
134747;ZH
134750;ZH
134755;ZH
134756;Genève
134759;TI
134760;JU
134762;BE
134764;JU
134766;VD
134768;FR
134769;ZH
134770;BS
134771;VD
134772;ZH
134774;ZH
134775;ZH
134776;ZH
134777;ZH
134783;ZH
134785;VD
134786;VD
134790;TI
134791;Genève
134795;VD
134797;Genève
134798;ZH
134801;ZH
134802;BE
134803;ZH
134805;ZH
134806;ZH
134812;ZH
134813;BS
134814;SG
134815;Genève
134818;Genève
134822;BE
134827;JU
134829;ZH
134835;JU
134838;ZH
134839;BS
134840;ZH
134841;FR
134843;
134845;VD
134846;ZH
134847;ZH
134849;NE
134852;JU
134854;ZH
134855;SO
134856;VD
134858;ZH
134859;ZH
134860;VD
134861;BE
134862;ZH
134863;TG
134864;AG
134865;ZH
134868;BE
134872;Genève
134875;FR
134876;ZH
134883;BS
134884;Genève
134886;ZH
134887;ZH
134889;BS
134890;FR
134892;VD
134893;ZH
134895;ZH
134897;ZH
134899;Genève
134900;BS
134901;ZH
134902;BE
134903;ZH
134904;Genève
134905;ZH
134907;Genève
134909;ZH
134911;ZH
134914;SO
134915;ZH
134919;Genève
134925;BE
134926;BE
134931;VD
134935;ZH
134936;ZH
134938;VD
134939;ZH
134940;VD
134941;BE
134942;ZH
134943;VD
134945;BE
134946;BE
134947;ZH
134952;FR
134954;BS
134958;BS
134959;VD
134960;VD
134963;Genève
134964;NE
134967;Genève
134968;ZH
134973;Genève
134974;ZH
134975;ZH
134976;ZH
134979;VD
134983;ZH
134985;ZH
134986;BE
134987;ZH
134988;VD
134989;JU
134990;Genève
134994;ZH
134996;ZH
134998;ZH
134999;ZH
135002;ZH
135003;VD
135005;NE
135008;BE
135012;VD
135016;BE
135017;SO
135019;ZH
135025;JU
135028;ZH
135035;BS
135038;Genève
135039;BE
135040;FR
135044;ZH
135045;ZH
135046;VD
135048;ZH
135050;ZH
135051;TI
135055;ZH
135056;ZH
135059;Genève
135060;BS
135061;JU
135063;Genève
135065;BS
135066;ZH
135067;ZH
135068;VD
135069;ZH
135070;FR
135071;VD
135072;Genève
135073;VD
135074;AG
135075;ZH
135077;ZH
135082;BE
135085;Genève
135087;BE
135088;Genève
135091;ZH
135092;ZH
135097;JU
135098;VD
135099;ZH
135100;ZH
135101;ZH
135103;Genève
135105;ZH
135106;ZH
135108;VD
135109;VD
135114;TI
135115;BS
135116;VD
135117;JU
135120;ZH
135124;ZH
135127;ZH
135129;VD
135132;VD
135134;ZH
135135;ZH
135137;ZH
135140;VD
135144;VD
135146;ZH
135148;Genève
135149;Genève
135151;FR
135152;BE
135153;BE
135160;TI
135162;VD
135163;BE
135164;VD
135166;SG
135171;ZH
135180;ZH
135182;TI
135184;ZH
135186;Genève
135187;ZH
135188;ZH
135190;Genève
135192;ZH
135195;Genève
135196;BS
135197;VD
135198;Genève
135200;BS
135202;ZH
135205;BS
135213;BS
135214;BS
135218;ZH
135219;BS
135221;Genève
135222;BS
135224;ZH
135226;AG
135227;Genève
135229;Genève
135233;ZH
135236;NE
135240;Genève
135241;VD
135243;AG
135245;TI
135250;BE
135252;ZH
135257;ZH
135260;VD
135261;ZH
135262;NE
135263;Genève
135270;ZH
135271;FR
135272;BE
135274;VD
135276;AG
135278;ZH
135279;VD
135285;SO
135287;ZH
135292;ZH
135297;TI
135299;ZH
135302;ZH
135303;BE
135306;ZH
135307;AG
135308;VD
135310;NE
135311;Genève
135312;AG
135313;TI
135317;ZH
135319;FR
135321;ZH
135322;VD
135324;BE
135328;BS
135331;BS
135332;ZH
135335;BE
135338;ZH
135340;VD
135342;ZH
135343;VD
135346;SG
135348;SG
135349;Genève
135353;VD
135356;AG
135360;ZH
135361;ZH
135362;BE
135364;BE
135370;ZH
135374;Genève
135376;NE
135378;VD
135379;BE
135380;ZH
135381;BE
135384;VD
135386;JU
135388;VD
135390;VS
135391;ZH
135394;VD
135395;ZH
135397;BS
135401;VD
135403;ZH
135404;VD
135405;FR
135406;Genève
135407;FR
135408;ZH
135410;Genève
135411;ZH
135414;ZH
135417;VD
135420;VD
135421;Genève
135425;Genève
135428;SO
135432;ZH
135433;BS
135434;BS
135435;ZH
135436;BE
135438;ZH
135443;ZH
135444;VD
135446;ZH
135448;ZH
135450;VD
135451;VD
135452;VD
135453;ZH
135455;VD
135457;ZH
135460;Genève
135463;VS
135464;ZH
135465;ZH
135466;VD
135467;Genève
135468;ZH
135470;ZH
135471;ZH
135477;BE
135479;ZH
135488;ZH
135491;VD
135492;ZH
135493;VD
135496;BS
135500;Genève
135502;VD
135503;BE
135504;ZH
135505;ZH
135507;ZH
135510;ZH
135511;VD
135513;ZH
135514;ZH
135515;ZH
135516;Genève
135522;ZH
135523;ZH
135527;ZH
135530;ZH
135531;ZH
135535;ZH
135536;VD
135538;VD
135539;ZH
135541;ZH
135542;VD
135546;BE
135548;ZH
135550;ZH
135551;ZH
135552;SG
135553;VD
135554;Genève
135555;ZH
135558;ZH
135559;BS
135562;ZH
135565;BE
135568;BE
135574;VD
135575;BE
135576;Genève
135578;VD
135581;Genève
135583;VD
135584;BS
135586;ZH
135587;FR
135588;ZH
135591;ZH
135592;VD
135596;BE
135598;ZH
135602;VD
135605;TG
135607;VD
135611;BS
135615;VD
135616;VD
135617;VD
135619;BE
135622;ZH
135623;ZH
135624;ZH
135627;BE
135631;Genève
135633;ZH
135639;VD
135640;ZH
135641;Genève
135644;BE
135645;Genève
135648;VD
135649;BE
135650;VD
135651;ZH
135653;Genève
135654;BE
135657;Genève
135661;VD
135665;VD
135668;VD
135669;ZH
135673;BS
135677;BS
135678;BS
135679;VD
135682;ZH
135684;FR
135687;ZH
135688;ZH
135689;BE
135690;BS
135692;VD
135693;BE
135694;ZH
135696;VD
135697;ZH
135699;ZH
135701;Genève
135702;Genève
135703;VD
135704;Genève
135705;ZH
135707;NE
135708;Genève
135709;Genève
135710;VD
135711;ZH
135712;BS
135713;VD
135715;ZH
135717;ZH
135720;VD
135721;TI
135722;VD
135726;BS
135727;Genève
135728;Genève
135730;Genève
135732;ZH
135734;BE
135735;VD
135736;VD
135738;FR
135740;BE
135741;VD
135743;BE
135745;Genève
135746;BS
135747;ZH
135750;ZH
135754;AG
135756;VD
135757;VD
135762;VD
135766;ZH
135769;BS
135770;ZH
135774;ZH
135778;FR
135781;ZH
135782;VD
135783;BE
135784;BS
135785;Genève
135789;Genève
135792;ZH
135794;Genève
135801;ZH
135802;ZH
135805;ZH
135807;BE
135808;BE
135815;ZH
135817;Genève
135818;ZH
135822;VD
135828;Genève
135829;ZH
135831;Genève
135837;ZH
135865;ZH
135894;BS
135895;FR
135896;VD
135897;VD
135899;BS
135900;LU
135905;TI
135906;AG
135907;NE
135908;ZH
135910;Genève
135914;LU
135915;BE
135916;ZH
135921;UR
135925;BE
135927;FR
135937;ZH
135938;VD
135939;ZH
135940;BS
135941;BE
135942;Genève
135943;FR
135944;BE
135945;Genève
135946;VD
135947;ZH
135958;BS
135959;TI
135960;Genève
135970;SG
135977;BE
135978;FR
135988;ZH
135989;VD
135991;ZH
135992;BE
136000;ZH
136001;Genève
136002;VD
136003;LU
136004;FR
136005;FR
136006;LU
136007;VS
136008;SG
136009;ZH
136018;ZH
136019;FR
136030;ZH
136032;GR
136033;ZH
136034;BE
136037;ZH
136038;VD
136039;Genève
136040;ZH
136042;BE
136045;NE
136046;VD
136047;ZH
136049;VD
136060;VD
136061;VD
136062;VD
136063;Genève
136064;FR
136065;Genève
136066;JU
136067;BS
136068;ZH
136073;BE
136077;ZH
136078;Genève
136079;FR
136080;BE
136081;ZH
136082;ZH
136083;VD
136084;ZH
136085;ZH
136087;BE
136090;ZH
136094;ZH
136095;FR
136097;LU
136098;ZH
136099;ZH
136100;
136101;BS
136102;SO
136104;SG
136112;ZH
136113;Genève
136114;FR
136115;ZH
136116;VD
136119;ZH
136120;FR
136123;FR
136124;BE
136125;ZH
136129;BS
136132;ZH
136135;Genève
136148;BS
136171;BS
136172;VD
136174;BE
136175;VD
136179;BS
136181;BE
136183;BE
136184;NE
136186;Genève
136187;VD
136188;ZH
136191;Genève
136194;BS
136197;BS
136201;VD
136203;ZH
136205;ZH
136210;BS
136217;ZH
136222;BE
136225;TI
136227;BS
136230;ZH
136234;FR
136235;ZH
136236;Genève
136237;TI
136243;BE
136245;VD
136247;ZH
136249;BE
136254;Genève
136259;BE
136260;VD
136273;ZH
136274;BS
136278;VD
136279;FR
136282;Genève
136286;BE
136287;BS
136291;NE
136293;ZH
136295;AG
136299;ZH
136302;ZH
136306;BS
136307;FR
136316;Genève
136318;VD
136328;Genève
136360;VD
136363;Genève
136409;Genève
136410;VD
136411;VD
136415;BE
136428;Genève
136438;Genève
136456;BE
136467;ZH
136486;SG
136503;BS
136515;Genève
136516;BS
136517;BE
136520;ZH
136535;VD
136537;ZH
136557;NE
136558;ZH
136559;BE
136561;VD
136562;BE
136563;BS
136575;GR
136600;SO
136603;TI
136610;SO
136612;TI
136617;ZH
136620;BE
136623;ZH
136627;BE
136629;BE
136630;VD
136632;ZH
136634;ZH
136636;ZH
136649;VD
136650;JU
136651;BS
136655;JU
136660;ZH
136664;JU
136667;LU
136670;VD
136678;BE
136680;VD
136683;TG
136686;SO
136688;ZH
136690;JU
136693;TI
136698;Genève
136700;VD
136705;JU
136707;ZH
136709;ZH
136711;ZH
136712;BE
136726;ZH
136728;Genève
136731;BE
136737;BE
136738;BS
136742;ZH
136744;BS
136755;
136756;SO
136761;VD
136765;JU
136775;JU
136785;JU
136788;ZH
136811;VS
136816;ZH
136820;ZH
136822;ZH
136827;VD
136828;ZH
136832;BS
136835;BE
136837;ZH
136839;Genève
136840;SO
136843;ZH
136848;ZH
136849;JU
136853;VD
136856;VD
136857;ZH
136863;ZH
136869;Genève
136881;JU
136890;AG
136891;AG
136892;AG
136895;JU
136896;FR
136897;NE
136899;Genève
136900;ZH
136907;SO
136908;VD
136911;FR
136918;JU
136919;BE
136925;SO
136932;VD
136937;ZH
136941;VD
136944;TI
136947;VD
136957;BE
136964;SO
136975;VD
136976;FR
137010;BS
137018;BS
137023;BS
137024;VD
137033;BE
137036;Genève
137038;FR
137043;Genève
137052;FR
137056;SG
137058;ZH
137064;Genève
137065;VD
137068;BE
137069;BS
137070;Genève
137071;Genève
137073;NE
137075;ZH
137079;FR
137084;ZH
137087;BE
137091;Genève
137096;VD
137097;ZH
137098;SG
137100;Genève
137103;ZH
137106;BE
137108;ZH
137109;Genève
137110;VD
137112;ZH
137113;BS
137115;SG
137119;BS
137121;Genève
137122;BE
137123;VD
137125;VD
137126;Genève
137127;BE
137128;VD
137132;ZH
137133;ZH
137134;ZH
137135;ZH
137136;VD
137137;ZH
137138;BE
137139;NE
137140;FR
137143;ZH
137144;BE
137145;ZH
137146;ZH
137147;ZH
137148;TI
137149;ZH
137150;VD
137151;ZH
137153;ZH
137154;BS
137155;BE
137156;BS
137158;LU
137160;ZH
137161;Genève
137162;LU
137165;NE
137166;VD
137167;ZH
137178;ZH
137179;Genève
137180;BS
137181;TI
137192;BS
137194;BS
137195;ZH
137196;BE
137197;ZH
137200;BE
137226;VD
137227;LU
137231;VD
137232;VD
137233;VD
137236;BE
137237;ZH
137238;ZH
137239;ZH
137241;Genève
137260;ZH
137262;VD
137264;BE
137275;BE
137280;VD
137281;Genève
137282;VD
137283;SO
137284;LU
137285;BS
137322;AG
137325;Genève
137328;HE
137337;BE
137338;BE
137339;BE
137340;VD
137342;VD
137343;VD
137346;AG
137348;VD
137351;BE
137352;ZH
137353;JU
137355;ZH
137357;FR
137361;VD
137362;FR
137363;ZH
137372;BS
137374;ZH
137376;BE
137378;FR
137380;Genève
137381;VD
137382;FR
137399;ZH
137406;ZH
137409;BS
137415;Genève
137416;FR
137420;ZH
137423;ZH
137426;Genève
137428;ZH
137429;SG
137433;BS
137435;VS
137436;ZH
137437;Genève
137438;Genève
137439;Genève
137440;Genève
137444;ZH
137445;NE
137449;BS
137451;FR
137458;VD
137476;BE
137477;BE
137478;ZH
137480;ZH
137483;ZH
137484;ZH
137486;BS
137487;Genève
137488;VD
137489;TI
137491;BE
137492;VD
137493;VD
137495;BE
137496;ZH
137497;ZH
137498;FR
137499;ZH
137500;Genève
137501;
137504;VD
137505;ZH
137507;AG
137508;FR
137509;AG
137510;ZH
137513;BS
137514;ZH
137515;ZH
137516;BE
137517;ZH
137518;BE
137519;Genève
137520;ZH
137521;BS
137523;Genève
137524;VD
137525;VD
137527;BE
137528;VD
137529;VD
137530;BE
137531;ZH
137532;ZH
137533;Genève
137542;ZH
137543;BE
137544;ZH
137546;Genève
137547;BE
137548;BE
137550;ZH
137551;BS
137553;VD
137554;VD
137561;BS
137562;FR
137563;ZH
137565;VD
137566;ZH
137567;Genève
137568;FR
137569;BS
137570;ZH
137572;VD
137573;ZH
137574;VD
137577;VD
137579;Genève
137583;ZH
137586;FR
137589;CA
137590;VD
137591;ZH
137595;ZH
137596;VD
137597;BS
137598;Genève
137599;VD
137601;VD
137602;BS
137603;ZH
137607;NE
137608;JU
137611;NE
137613;ZH
137614;ZH
137616;ZH
137617;ZH
137624;BS
137625;FR
137626;VD
137630;Genève
137631;ZH
137634;BS
137635;BE
137636;BS
137637;ZH
137638;ZH
137639;Genève
137640;TI
137647;ZH
137648;VD
137649;VD
137650;Genève
137652;ZH
137654;BS
137655;AG
137657;AG
137658;VD
137659;VD
137660;ZH
137661;Genève
137663;Genève
137664;AG
137665;ZH
137666;VD
137668;BS
137669;BS
137672;BE
137676;BS
137677;VD
137678;BE
137679;BS
137680;TI
137681;ZH
137682;BS
137683;VD
137685;VD
137686;BE
137689;ZH
137690;LU
137691;ZH
137693;LU
137695;Genève
137696;NE
137697;NE
137698;ZH
137699;ZH
137700;VD
